Abs LFP,Abs HFP,nLFP,nHFP,LF/HF,RMSSD,label
3249.5516069943365,8043.922163291724,0.27166176920320406,0.6724700483319646,0.40397601332141164,932.7147309909219,chi_pre
2022.7178982446671,6829.3979153996615,0.21958966979559516,0.7414109671184305,0.2961780706442108,803.4371279896169,chi_pre
2378.7536762230156,6678.5900633819165,0.2562231564155673,0.7193722677340919,0.35617602722249697,793.2286171654321,chi_pre
2431.402949778777,7008.622545318526,0.2432825140736609,0.7012722071319232,0.3469159501823728,865.5899037332535,chi_pre
1897.8000092693746,7150.309660034888,0.19773087512016402,0.7449873430041596,0.26541507983587315,852.4510011223023,chi_pre
2071.007149708638,7278.417330666232,0.2086960528619933,0.7334484423224069,0.2845408631602975,859.4179701483489,chi_pre
2004.3809042461203,7068.999912093822,0.210284520003076,0.7416261301768551,0.28354518732090733,882.3159748283246,chi_pre
1987.9044335897656,7301.300419529527,0.20182222585929394,0.7412653633836295,0.27226717425193414,882.2580980017659,chi_pre
2133.367948031457,6881.1967919386525,0.22226857041482842,0.7169291987810231,0.3100286203892185,878.0602110505424,chi_pre
1925.9626299586578,6689.148022919839,0.21657743776730506,0.752204906323292,0.28792345801879377,857.1229188509194,chi_pre
2332.3098538824906,6963.811507755731,0.24291825671574183,0.7253054086038578,0.3349185788967654,864.1575818093526,chi_pre
2291.118423935977,7273.123265165665,0.22804904399260528,0.7239384879163079,0.3150116312354003,899.6141265434438,chi_pre
3165.532270714322,9709.824252670447,0.23402204545833308,0.7178296533802535,0.32601334363428053,898.1466417819504,chi_pre
2758.6216021045875,9332.80965309046,0.2191848486613208,0.7415335506098133,0.29558318498343095,830.2794926023132,chi_pre
2342.345649776495,8172.890054465794,0.2138765755086052,0.7462561031606388,0.2865994322897567,743.5815170054149,chi_pre
2059.116450347191,7715.298656414284,0.20309778568150502,0.760986622551155,0.26688745854773865,629.9886527378685,chi_pre
2352.7487125037237,7370.577066842842,0.2327538488653038,0.7291599700166865,0.31920821004474137,827.3714287428611,chi_pre
2613.049466490933,8542.643197517004,0.2216618989411262,0.7246623293668458,0.3058830160728754,808.6087591970439,chi_pre
2103.189487416483,6961.031278172482,0.22395974336384852,0.741250746989167,0.30213762923482296,580.5516508530154,chi_pre
2193.7222825245294,7167.651896962965,0.22533604054123602,0.7362510338276851,0.3060587084947639,572.8204473425291,chi_pre
2491.7292401879986,7849.767381428914,0.22768286070992516,0.7172759642120451,0.31742714390275634,702.4600099498768,chi_pre
2730.6859621964113,8029.184498859367,0.23929920374248456,0.7036244679461777,0.34009505729807743,751.0244586574829,chi_pre
3072.652400618254,8563.098899407734,0.2521065328924061,0.7025894546060868,0.3588248175938705,728.5737546271832,chi_pre
2957.893554220545,8892.37909092569,0.2361752993288413,0.7100188884580507,0.3326324174864469,761.8884615582544,chi_pre
1931.1440902037825,6327.265011701615,0.2260745133100764,0.740718087977253,0.30520992666378494,679.8208530107601,chi_pre
2053.1648270903056,6648.740802096274,0.22328846688372614,0.723072556484066,0.3088050637261969,695.3617868537558,chi_pre
1911.874133054592,6961.404855259115,0.20997415495671976,0.7645456761629299,0.27463912425812065,723.2207627807804,chi_pre
